datetime,number_of_cargo_ships,number_of_tanker_ships,location
2019-10-16,40,13,cape
2019-10-17,31,13,cape
2019-10-18,44,20,cape
2019-10-19,44,12,cape
2019-10-20,32,13,cape
2019-10-21,36,12,cape
2019-10-22,28,11,cape
2019-10-23,32,16,cape
2019-10-24,43,14,cape
2019-10-25,33,7,cape
2019-10-26,38,11,cape
2019-10-27,38,18,cape
2019-10-28,22,7,cape
2019-10-29,34,9,cape
2019-10-30,44,8,cape
2019-10-31,60,12,cape
2019-11-01,37,18,cape
2019-11-02,33,13,cape
2019-11-03,38,13,cape
2019-11-04,35,11,cape
2019-11-05,54,13,cape
2019-11-06,30,12,cape
2019-11-07,31,9,cape
2019-11-08,33,14,cape
2019-11-09,40,8,cape
2019-11-10,31,13,cape
2019-11-11,43,15,cape
2019-11-12,27,9,cape
2019-11-13,38,9,cape
2019-11-14,46,15,cape
2019-11-15,39,15,cape
2019-11-16,35,15,cape
2019-11-17,32,7,cape
2019-11-18,31,7,cape
2019-11-19,32,13,cape
2019-11-20,36,6,cape
2019-11-21,37,16,cape
2019-11-22,34,15,cape
2019-11-23,41,18,cape
2019-11-24,26,11,cape
2019-11-25,29,11,cape
2019-11-26,28,15,cape
2019-11-27,38,9,cape
2019-11-28,38,10,cape
2019-11-29,40,20,cape
2019-11-30,27,9,cape
2019-12-01,32,15,cape
2019-12-02,40,8,cape
2019-12-03,32,12,cape
2019-12-04,27,9,cape
2019-12-05,31,8,cape
2019-12-06,33,6,cape
2019-12-07,43,8,cape
2019-12-08,35,10,cape
2019-12-09,30,8,cape
2019-12-10,38,14,cape
2019-12-11,42,10,cape
2019-12-12,40,15,cape
2019-12-13,25,7,cape
2019-12-14,30,8,cape
2019-12-15,24,11,cape
2019-12-16,28,5,cape
2019-12-17,38,13,cape
2019-12-18,25,12,cape
2019-12-19,31,12,cape
2019-12-20,31,11,cape
2019-12-21,29,16,cape
2019-12-22,30,16,cape
2019-12-23,23,12,cape
2019-12-24,27,9,cape
2019-12-25,34,8,cape
2019-12-26,38,7,cape
2019-12-27,27,2,cape
2019-12-28,30,7,cape
2019-12-29,29,12,cape
2019-12-30,36,11,cape
2019-12-31,23,14,cape
2020-01-01,31,5,cape
2020-01-02,33,12,cape
2020-01-03,36,13,cape
2020-01-04,23,3,cape
2020-01-05,21,5,cape
2020-01-06,30,8,cape
2020-01-07,38,14,cape
2020-01-08,30,13,cape
2020-01-09,28,10,cape
2020-01-10,21,12,cape
2020-01-11,24,11,cape
2020-01-12,36,10,cape
2020-01-13,34,9,cape
2020-01-14,32,18,cape
2020-01-15,35,12,cape
2020-01-16,30,14,cape
2020-01-17,31,4,cape
2020-01-18,26,11,cape
2020-01-19,28,11,cape
2020-01-20,23,11,cape
2020-01-21,24,16,cape
2020-01-22,26,11,cape
2020-01-23,36,5,cape
2020-01-24,32,12,cape
2020-01-25,29,10,cape
2020-01-26,24,6,cape
2020-01-27,11,12,cape
2020-01-28,22,7,cape
2020-01-29,27,12,cape
2020-01-30,31,9,cape
2020-01-31,31,4,cape
2020-02-01,29,5,cape
2020-02-02,35,9,cape
2020-02-03,44,21,cape
2020-02-04,34,11,cape
2020-02-05,43,11,cape
2020-02-06,39,13,cape
2020-02-07,37,12,cape
2020-02-08,39,11,cape
2020-02-09,37,11,cape
2020-02-10,42,10,cape
2020-02-11,41,13,cape
2020-02-12,41,15,cape
2020-02-13,27,8,cape
2020-02-14,33,8,cape
2020-02-15,41,8,cape
2020-02-16,32,16,cape
2020-02-17,36,16,cape
2020-02-18,32,16,cape
2020-02-19,32,7,cape
2020-02-20,36,17,cape
2020-02-21,30,10,cape
2020-02-22,31,11,cape
2020-02-23,35,12,cape
2020-02-24,30,5,cape
2020-02-25,25,10,cape
2020-02-26,34,13,cape
2020-02-27,21,10,cape
2020-02-28,32,15,cape
2020-02-29,26,9,cape
2020-03-01,29,13,cape
2020-03-02,32,12,cape
2020-03-03,42,12,cape
2020-03-04,25,14,cape
2020-03-05,31,11,cape
2020-03-06,38,3,cape
2020-03-07,30,12,cape
2020-03-08,30,6,cape
2020-03-09,29,11,cape
2020-03-10,37,6,cape
2020-03-11,39,14,cape
2020-03-12,35,12,cape
2020-03-13,27,14,cape
2020-03-14,29,17,cape
2020-03-15,38,6,cape
2020-03-16,38,3,cape
2020-03-17,32,12,cape
2020-03-18,37,8,cape
2020-03-19,50,12,cape
2020-03-20,30,9,cape
2020-03-21,31,6,cape
2020-03-22,39,8,cape
2020-03-23,37,7,cape
2020-03-24,36,9,cape
2020-03-25,26,9,cape
2020-03-26,27,8,cape
2020-03-27,41,13,cape
2020-03-28,52,12,cape
2020-03-29,33,12,cape
2020-03-30,31,10,cape
2020-03-31,38,15,cape
2020-04-01,28,10,cape
2020-04-02,32,9,cape
2020-04-03,30,13,cape
2020-04-04,32,12,cape
2020-04-05,36,13,cape
2020-04-06,35,22,cape
2020-04-07,24,10,cape
2020-04-08,30,10,cape
2020-04-09,50,12,cape
2020-04-10,41,12,cape
2020-04-11,39,14,cape
2020-04-12,32,9,cape
2020-04-13,42,14,cape
2020-04-14,48,15,cape
2020-04-15,49,14,cape
2020-04-16,46,18,cape
2020-04-17,47,12,cape
2020-04-18,40,13,cape
2020-04-19,35,15,cape
2020-04-20,27,11,cape
2020-04-21,41,18,cape
2020-04-22,39,11,cape
2020-04-23,37,14,cape
2020-04-24,39,9,cape
2020-04-25,41,8,cape
2020-04-26,38,15,cape
2020-04-27,43,14,cape
2020-04-28,36,13,cape
2020-04-29,32,15,cape
2020-04-30,41,15,cape
2020-05-01,50,12,cape
2020-05-02,33,12,cape
2020-05-03,44,11,cape
2020-05-04,41,17,cape
2020-05-05,41,17,cape
2020-05-06,39,13,cape
2020-05-07,46,18,cape
2020-05-08,47,10,cape
2020-05-09,42,15,cape
2020-05-10,46,10,cape
2020-05-11,31,11,cape
2020-05-12,34,9,cape
2020-05-13,39,12,cape
2020-05-14,39,12,cape
2020-05-15,40,11,cape
2020-05-16,44,16,cape
2020-05-17,39,15,cape
2020-05-18,53,22,cape
2020-05-19,45,9,cape
2020-05-20,63,8,cape
2020-05-21,47,14,cape
2020-05-22,37,12,cape
2020-05-23,54,16,cape
2020-05-24,36,9,cape
2020-05-25,26,4,cape
2020-05-26,28,13,cape
2020-05-27,62,18,cape
2020-05-28,44,14,cape
2020-05-29,41,9,cape
2020-05-30,59,16,cape
2020-05-31,51,13,cape
2020-06-01,51,18,cape
2020-06-02,50,12,cape
2020-06-03,24,12,cape
2020-06-04,47,9,cape
2020-06-05,59,10,cape
2020-06-06,31,11,cape
2020-06-07,40,12,cape
2020-06-08,45,11,cape
2020-06-09,40,17,cape
2020-06-10,47,11,cape
2020-06-11,17,7,cape
2020-06-12,21,8,cape
2020-06-13,41,18,cape
2020-06-14,60,11,cape
2020-06-15,47,12,cape
2020-06-16,43,17,cape
2020-06-17,48,15,cape
2020-06-18,43,10,cape
2020-06-19,47,20,cape
2020-06-20,52,15,cape
2020-06-21,39,17,cape
2020-06-22,40,13,cape
2020-06-23,33,14,cape
2020-06-24,35,13,cape
2020-06-25,34,14,cape
2020-06-26,35,15,cape
2020-06-27,13,5,cape
2020-06-28,10,4,cape
2020-06-29,34,13,cape
2020-06-30,75,19,cape
2020-07-01,59,15,cape
2020-07-02,59,15,cape
2020-07-03,51,12,cape
2020-07-04,43,14,cape
2020-07-05,26,11,cape
2020-07-06,42,20,cape
2020-07-07,47,20,cape
2020-07-08,57,10,cape
2020-07-09,39,13,cape
2020-07-10,60,13,cape
2020-07-11,31,14,cape
2020-07-12,30,14,cape
2020-07-13,9,4,cape
2020-07-14,11,7,cape
2020-07-15,64,18,cape
2020-07-16,92,19,cape
2020-07-17,82,22,cape
2020-07-18,63,19,cape
2020-07-19,53,15,cape
2020-07-20,59,23,cape
2020-07-21,58,13,cape
2020-07-22,58,11,cape
2020-07-23,44,16,cape
2020-07-24,31,10,cape
2020-07-25,53,15,cape
2020-07-26,45,9,cape
2020-07-27,31,15,cape
2020-07-28,41,10,cape
2020-07-29,42,20,cape
2020-07-30,45,14,cape
2020-07-31,57,12,cape
2020-08-01,54,12,cape
2020-08-02,56,12,cape
2020-08-03,45,19,cape
2020-08-04,34,12,cape
2020-08-05,50,16,cape
2020-08-06,49,12,cape
2020-08-07,44,13,cape
2020-08-08,34,10,cape
2020-08-09,35,11,cape
2020-08-10,43,13,cape
2020-08-11,34,16,cape
2020-08-12,29,9,cape
2020-08-13,37,12,cape
2020-08-14,65,11,cape
2020-08-15,40,13,cape
2020-08-16,37,17,cape
2020-08-17,49,8,cape
2020-08-18,32,9,cape
2020-08-19,51,16,cape
2020-08-20,45,9,cape
2020-08-21,50,18,cape
2020-08-22,45,22,cape
2020-08-23,51,14,cape
2020-08-24,46,16,cape
2020-08-25,36,14,cape
2020-08-26,32,13,cape
2020-08-27,49,11,cape
2020-08-28,37,11,cape
2020-08-29,50,12,cape
2020-08-30,28,7,cape
2020-08-31,43,8,cape
2020-09-01,45,16,cape
2020-09-02,40,17,cape
2020-09-03,51,11,cape
2020-09-04,52,14,cape
2020-09-05,42,9,cape
2020-09-06,48,11,cape
2020-09-07,36,24,cape
2020-09-08,35,8,cape
2020-09-09,50,13,cape
2020-09-10,37,14,cape
2020-09-11,29,13,cape
2020-09-12,55,12,cape
2020-09-13,49,9,cape
2020-09-14,32,10,cape
2020-09-15,49,25,cape
2020-09-16,50,17,cape
2020-09-17,35,20,cape
2020-09-18,39,12,cape
2020-09-19,39,15,cape
2020-09-20,33,9,cape
2020-09-21,26,11,cape
2020-09-22,47,10,cape
2020-09-23,42,14,cape
2020-09-24,51,14,cape
2020-09-25,41,15,cape
2020-09-26,31,8,cape
2020-09-27,47,9,cape
2020-09-28,44,13,cape
2020-09-29,30,16,cape
2020-09-30,49,15,cape
2020-10-01,37,10,cape
2020-10-02,24,10,cape
2020-10-03,36,11,cape
2020-10-04,40,14,cape
2020-10-05,49,11,cape
2020-10-06,52,13,cape
2020-10-07,42,13,cape
2020-10-08,36,17,cape
2020-10-09,29,11,cape
2020-10-10,41,11,cape
2020-10-11,31,10,cape
2020-10-12,44,15,cape
2020-10-13,32,11,cape
2020-10-14,30,13,cape
2020-10-15,43,12,cape
2020-10-16,35,12,cape
2020-10-17,56,11,cape
2020-10-18,37,11,cape
2020-10-19,39,16,cape
2020-10-20,36,9,cape
2020-10-21,29,10,cape
2020-10-22,42,15,cape
2020-10-23,40,13,cape
2020-10-24,51,12,cape
2020-10-25,31,10,cape
2020-10-26,33,14,cape
2020-10-27,41,9,cape
2020-10-28,43,12,cape
2020-10-29,42,9,cape
2020-10-30,28,9,cape
2020-10-31,37,14,cape
2020-11-01,28,14,cape
2020-11-02,34,10,cape
2020-11-03,40,11,cape
2020-11-04,35,18,cape
2020-11-05,43,13,cape
2020-11-06,43,8,cape
2020-11-07,24,7,cape
2020-11-08,26,13,cape
2020-11-09,42,15,cape
2020-11-10,33,14,cape
2020-11-11,35,12,cape
2020-11-12,44,12,cape
2020-11-13,38,11,cape
2020-11-14,39,9,cape
2020-11-15,40,9,cape
2020-11-16,40,19,cape
2020-11-17,48,15,cape
2020-11-18,28,14,cape
2020-11-19,32,11,cape
2020-11-20,32,10,cape
2020-11-21,44,11,cape
2020-11-22,33,15,cape
2020-11-23,35,10,cape
2020-11-24,40,14,cape
2020-11-25,28,6,cape
2020-11-26,40,11,cape
2020-11-27,39,7,cape
2020-11-28,42,12,cape
2020-11-29,52,15,cape
2020-11-30,37,6,cape
2020-12-01,29,9,cape
2020-12-02,18,10,cape
2020-12-03,28,13,cape
2020-12-04,38,8,cape
2020-12-05,31,11,cape
2020-12-06,29,12,cape
2020-12-07,39,14,cape
2020-12-08,35,14,cape
2020-12-09,43,13,cape
2020-12-10,42,17,cape
2020-12-11,39,11,cape
2020-12-12,35,15,cape
2020-12-13,31,6,cape
2020-12-14,27,17,cape
2020-12-15,34,12,cape
2020-12-16,35,9,cape
2020-12-17,28,9,cape
2020-12-18,26,12,cape
2020-12-19,23,11,cape
2020-12-20,29,13,cape
2020-12-21,39,14,cape
2020-12-22,36,15,cape
2020-12-23,38,12,cape
2020-12-24,31,8,cape
2020-12-25,22,17,cape
2020-12-26,28,15,cape
2020-12-27,25,11,cape
2020-12-28,21,18,cape
2020-12-29,33,12,cape
2020-12-30,29,7,cape
2020-12-31,21,13,cape
2021-01-01,29,15,cape
2021-01-02,36,10,cape
2021-01-03,28,8,cape
2021-01-04,37,11,cape
2021-01-05,34,9,cape
2021-01-06,29,18,cape
2021-01-07,38,19,cape
2021-01-08,27,12,cape
2021-01-09,33,14,cape
2021-01-10,28,9,cape
2021-01-11,24,10,cape
2021-01-12,42,11,cape
2021-01-13,33,10,cape
2021-01-14,35,10,cape
2021-01-15,47,15,cape
2021-01-16,30,8,cape
2021-01-17,29,12,cape
2021-01-18,31,11,cape
2021-01-19,34,12,cape
2021-01-20,32,13,cape
2021-01-21,44,8,cape
2021-01-22,24,8,cape
2021-01-23,27,6,cape
2021-01-24,32,8,cape
2021-01-25,29,9,cape
2021-01-26,36,8,cape
2021-01-27,40,6,cape
2021-01-28,27,15,cape
2021-01-29,22,13,cape
2021-01-30,34,15,cape
2021-01-31,32,10,cape
2021-02-01,40,14,cape
2021-02-02,30,19,cape
2021-02-03,27,9,cape
2021-02-04,34,13,cape
2021-02-05,36,9,cape
2021-02-06,32,10,cape
2021-02-07,35,15,cape
2021-02-08,25,10,cape
2021-02-09,35,16,cape
2021-02-10,28,10,cape
2021-02-11,48,16,cape
2021-02-12,40,12,cape
2021-02-13,36,14,cape
2021-02-14,34,9,cape
2021-02-15,32,7,cape
2021-02-16,31,13,cape
2021-02-17,37,11,cape
2021-02-18,29,11,cape
2021-02-19,31,9,cape
2021-02-20,41,15,cape
2021-02-21,28,11,cape
2021-02-22,43,18,cape
2021-02-23,28,11,cape
2021-02-24,43,17,cape
2021-02-25,45,13,cape
2021-02-26,38,14,cape
2021-02-27,32,9,cape
2021-02-28,39,9,cape
2021-03-01,42,16,cape
2021-03-02,44,14,cape
2021-03-03,43,13,cape
2021-03-04,38,14,cape
2021-03-05,34,12,cape
2021-03-06,36,10,cape
2021-03-07,30,13,cape
2021-03-08,40,9,cape
2021-03-09,36,6,cape
2021-03-10,42,14,cape
2021-03-11,36,24,cape
2021-03-12,35,11,cape
2021-03-13,30,10,cape
2021-03-14,35,8,cape
2021-03-15,35,6,cape
2021-03-16,35,11,cape
2021-03-17,39,11,cape
2021-03-18,49,15,cape
2021-03-19,35,15,cape
2021-03-20,31,14,cape
2021-03-21,40,13,cape
2021-03-22,21,11,cape
2021-03-23,44,10,cape
2021-03-24,41,11,cape
2021-03-25,39,16,cape
2021-03-26,32,13,cape
2021-03-27,36,14,cape
2021-03-28,33,20,cape
2021-03-29,42,8,cape
2021-03-30,27,12,cape
2021-03-31,37,7,cape
2021-04-01,44,8,cape
2021-04-02,39,18,cape
2021-04-03,46,12,cape
2021-04-04,44,13,cape
2021-04-05,27,10,cape
2021-04-06,35,15,cape
2021-04-07,43,28,cape
2021-04-08,44,16,cape
2021-04-09,36,17,cape
2021-04-10,41,21,cape
2021-04-11,33,7,cape
2021-04-12,38,17,cape
2021-04-13,43,13,cape
2021-04-14,37,16,cape
2021-04-15,39,12,cape
2021-04-16,22,14,cape
2021-04-17,42,17,cape
2021-04-18,45,11,cape
2021-04-19,28,12,cape
2021-04-20,51,13,cape
2021-04-21,40,14,cape
2021-04-22,40,16,cape
2021-04-23,39,12,cape
2021-04-24,42,14,cape
2021-04-25,57,13,cape
2021-04-26,37,9,cape
2021-04-27,45,8,cape
2021-04-28,40,13,cape
2021-04-29,32,10,cape
2021-04-30,21,10,cape
2021-05-01,30,10,cape
2021-05-02,27,24,cape
2021-05-03,33,11,cape
2021-05-04,50,10,cape
2021-05-05,28,12,cape
2021-05-06,31,9,cape
2021-05-07,32,18,cape
2021-05-08,40,12,cape
2021-05-09,41,15,cape
2021-05-10,20,11,cape
2021-05-11,38,12,cape
2021-05-12,48,10,cape
2021-05-13,40,18,cape
2021-05-14,49,21,cape
2021-05-15,37,11,cape
2021-05-16,54,16,cape
2021-05-17,31,16,cape
2021-05-18,36,10,cape
2021-05-19,46,22,cape
2021-05-20,22,10,cape
2021-05-21,29,6,cape
2021-05-22,37,7,cape
2021-05-23,34,17,cape
2021-05-24,55,20,cape
2021-05-25,35,17,cape
2021-05-26,37,19,cape
2021-05-27,36,11,cape
2021-05-28,31,17,cape
2021-05-29,36,9,cape
2021-05-30,44,9,cape
2021-05-31,34,9,cape
2021-06-01,31,13,cape
2021-06-02,49,14,cape
2021-06-03,23,7,cape
2021-06-04,37,11,cape
2021-06-05,35,8,cape
2021-06-06,35,18,cape
2021-06-07,46,10,cape
2021-06-08,45,18,cape
2021-06-09,47,9,cape
2021-06-10,35,15,cape
2021-06-11,48,15,cape
2021-06-12,36,11,cape
2021-06-13,38,18,cape
2021-06-14,37,13,cape
2021-06-15,39,13,cape
2021-06-16,47,12,cape
2021-06-17,41,6,cape
2021-06-18,30,14,cape
2021-06-19,36,18,cape
2021-06-20,49,14,cape
2021-06-21,47,11,cape
2021-06-22,31,15,cape
2021-06-23,32,10,cape
2021-06-24,40,6,cape
2021-06-25,27,12,cape
2021-06-26,27,10,cape
2021-06-27,37,12,cape
2021-06-28,55,11,cape
2021-06-29,48,7,cape
2021-06-30,38,7,cape
2021-07-01,27,8,cape
2021-07-02,45,10,cape
2021-07-03,26,13,cape
2021-07-04,27,5,cape
2021-07-05,51,7,cape
2021-07-06,55,23,cape
2021-07-07,33,12,cape
2021-07-08,42,14,cape
2021-07-09,46,12,cape
2021-07-10,34,11,cape
2021-07-11,43,6,cape
2021-07-12,30,13,cape
2021-07-13,27,10,cape
2021-07-14,38,16,cape
2021-07-15,51,12,cape
2021-07-16,51,20,cape
2021-07-17,42,12,cape
2021-07-18,43,18,cape
2021-07-19,48,13,cape
2021-07-20,28,10,cape
2021-07-21,23,8,cape
2021-07-22,29,9,cape
2021-07-23,57,10,cape
2021-07-24,46,11,cape
2021-07-25,39,17,cape
2021-07-26,38,12,cape
2021-07-27,46,21,cape
2021-07-28,39,10,cape
2021-07-29,39,9,cape
2021-07-30,43,12,cape
2021-07-31,49,9,cape
2021-08-01,44,12,cape
2021-08-02,29,12,cape
2021-08-03,52,15,cape
2021-08-04,35,9,cape
2021-08-05,37,12,cape
2021-08-06,44,12,cape
2021-08-07,37,11,cape
2021-08-08,39,9,cape
2021-08-09,30,11,cape
2021-08-10,27,9,cape
2021-08-11,33,7,cape
2021-08-12,29,13,cape
2021-08-13,32,7,cape
2021-08-14,42,19,cape
2021-08-15,36,10,cape
2021-08-16,50,11,cape
2021-08-17,35,18,cape
2021-08-18,35,17,cape
2021-08-19,23,9,cape
2021-08-20,29,5,cape
2021-08-21,36,13,cape
2021-08-22,47,13,cape
2021-08-23,40,19,cape
2021-08-24,33,7,cape
2021-08-25,34,12,cape
2021-08-26,21,18,cape
2021-08-27,29,12,cape
2021-08-28,29,5,cape
2021-08-29,32,17,cape
2021-08-30,25,7,cape
2021-08-31,31,10,cape
2021-09-01,40,11,cape
2021-09-02,60,15,cape
2021-09-03,41,14,cape
2021-09-04,33,13,cape
2021-09-05,48,14,cape
2021-09-06,44,12,cape
2021-09-07,42,12,cape
2021-09-08,33,20,cape
2021-09-09,31,6,cape
2021-09-10,32,15,cape
2021-09-11,38,11,cape
2021-09-12,39,15,cape
2021-09-13,37,10,cape
2021-09-14,35,9,cape
2021-09-15,42,17,cape
2021-09-16,32,11,cape
2021-09-17,41,14,cape
2021-09-18,33,8,cape
2021-09-19,35,15,cape
2021-09-20,24,11,cape
2021-09-21,36,11,cape
2021-09-22,43,11,cape
2021-09-23,35,15,cape
2021-09-24,38,9,cape
2021-09-25,34,10,cape
2021-09-26,40,12,cape
2021-09-27,39,12,cape
2021-09-28,35,11,cape
2021-09-29,33,10,cape
2021-09-30,37,14,cape
2021-10-01,30,19,cape
2021-10-02,29,10,cape
2021-10-03,31,2,cape
2021-10-04,20,11,cape
2021-10-05,35,11,cape
2021-10-06,35,13,cape
2021-10-07,33,16,cape
2021-10-08,26,9,cape
2021-10-09,35,11,cape
2021-10-10,41,9,cape
2021-10-11,27,9,cape
2021-10-12,30,13,cape
2021-10-13,33,11,cape
2021-10-14,31,13,cape
2021-10-15,26,16,cape
2021-10-16,29,8,cape
2021-10-17,14,12,cape
2021-10-18,36,7,cape
2021-10-19,31,10,cape
2021-10-20,29,13,cape
2021-10-21,35,8,cape
2021-10-22,40,18,cape
2021-10-23,21,14,cape
2021-10-24,29,6,cape
2021-10-25,29,15,cape
2021-10-26,38,10,cape
2021-10-27,25,11,cape
2021-10-28,40,18,cape
2021-10-29,29,13,cape
2021-10-30,34,8,cape
2021-10-31,25,12,cape
2021-11-01,22,7,cape
2021-11-02,28,9,cape
2021-11-03,38,9,cape
2021-11-04,24,8,cape
2021-11-05,28,11,cape
2021-11-06,39,8,cape
2021-11-07,29,10,cape
2021-11-08,35,17,cape
2021-11-09,29,18,cape
2021-11-10,35,12,cape
2021-11-11,31,5,cape
2021-11-12,33,11,cape
2021-11-13,35,13,cape
2021-11-14,43,12,cape
2021-11-15,28,6,cape
2021-11-16,34,10,cape
2021-11-17,36,11,cape
2021-11-18,24,6,cape
2021-11-19,21,9,cape
2021-11-20,26,10,cape
2021-11-21,32,12,cape
2021-11-22,33,6,cape
2021-11-23,35,9,cape
2021-11-24,41,12,cape
2021-11-25,24,7,cape
2021-11-26,25,10,cape
2021-11-27,37,16,cape
2021-11-28,32,14,cape
2021-11-29,28,16,cape
2021-11-30,30,11,cape
2021-12-01,41,13,cape
2021-12-02,35,11,cape
2021-12-03,33,11,cape
2021-12-04,33,17,cape
2021-12-05,31,11,cape
2021-12-06,30,7,cape
2021-12-07,22,7,cape
2021-12-08,30,16,cape
2021-12-09,39,6,cape
2021-12-10,35,18,cape
2021-12-11,46,7,cape
2021-12-12,34,11,cape
2021-12-13,34,19,cape
2021-12-14,30,18,cape
2021-12-15,32,15,cape
2021-12-16,19,8,cape
2021-12-17,27,9,cape
2021-12-18,35,10,cape
2021-12-19,24,12,cape
2021-12-20,23,10,cape
2021-12-21,26,13,cape
2021-12-22,28,18,cape
2021-12-23,16,11,cape
2021-12-24,37,13,cape
2021-12-25,33,10,cape
2021-12-26,35,8,cape
2021-12-27,31,6,cape
2021-12-28,26,14,cape
2021-12-29,29,11,cape
2021-12-30,36,7,cape
2021-12-31,40,17,cape
2022-01-01,34,15,cape
2022-01-02,31,4,cape
2022-01-03,31,8,cape
2022-01-04,23,14,cape
2022-01-05,31,10,cape
2022-01-06,37,9,cape
2022-01-07,28,14,cape
2022-01-08,38,9,cape
2022-01-09,39,8,cape
2022-01-10,19,12,cape
2022-01-11,37,9,cape
2022-01-12,36,9,cape
2022-01-13,30,12,cape
2022-01-14,29,16,cape
2022-01-15,24,9,cape
2022-01-16,27,9,cape
2022-01-17,31,14,cape
2022-01-18,31,13,cape
2022-01-19,33,8,cape
2022-01-20,30,7,cape
2022-01-21,30,17,cape
2022-01-22,28,7,cape
2022-01-23,32,11,cape
2022-01-24,30,11,cape
2022-01-25,29,8,cape
2022-01-26,40,9,cape
2022-01-27,38,14,cape
2022-01-28,32,15,cape
2022-01-29,25,12,cape
2022-01-30,34,4,cape
2022-01-31,30,11,cape
2022-02-01,42,5,cape
2022-02-02,43,9,cape
2022-02-03,39,14,cape
2022-02-04,30,10,cape
2022-02-05,28,8,cape
2022-02-06,37,9,cape
2022-02-07,24,8,cape
2022-02-08,24,4,cape
2022-02-09,26,12,cape
2022-02-10,37,12,cape
2022-02-11,23,6,cape
2022-02-12,32,13,cape
2022-02-13,38,14,cape
2022-02-14,48,8,cape
2022-02-15,41,17,cape
2022-02-16,30,13,cape
2022-02-17,33,16,cape
2022-02-18,37,7,cape
2022-02-19,42,10,cape
2022-02-20,28,11,cape
2022-02-21,25,6,cape
2022-02-22,31,10,cape
2022-02-23,39,9,cape
2022-02-24,33,11,cape
2022-02-25,31,11,cape
2022-02-26,34,8,cape
2022-02-27,24,13,cape
2022-02-28,20,4,cape
2022-03-01,31,8,cape
2022-03-02,38,6,cape
2022-03-03,33,15,cape
2022-03-04,38,9,cape
2022-03-05,30,9,cape
2022-03-06,31,6,cape
2022-03-07,34,5,cape
2022-03-08,23,8,cape
2022-03-09,33,15,cape
2022-03-10,39,13,cape
2022-03-11,25,11,cape
2022-03-12,32,8,cape
2022-03-13,32,8,cape
2022-03-14,33,16,cape
2022-03-15,41,9,cape
2022-03-16,36,5,cape
2022-03-17,28,11,cape
2022-03-18,26,11,cape
2022-03-19,32,16,cape
2022-03-20,24,11,cape
2022-03-21,34,4,cape
2022-03-22,31,10,cape
2022-03-23,31,11,cape
2022-03-24,38,5,cape
2022-03-25,24,6,cape
2022-03-26,31,10,cape
2022-03-27,32,8,cape
2022-03-28,31,9,cape
2022-03-29,36,8,cape
2022-03-30,22,10,cape
2022-03-31,21,12,cape
2022-04-01,33,9,cape
2022-04-02,31,4,cape
2022-04-03,28,9,cape
2022-04-04,31,11,cape
2022-04-05,33,13,cape
2022-04-06,32,11,cape
2022-04-07,26,6,cape
2022-04-08,29,9,cape
2022-04-09,29,10,cape
2022-04-10,32,12,cape
2022-04-11,32,4,cape
2022-04-12,44,11,cape
2022-04-13,28,6,cape
2022-04-14,20,8,cape
2022-04-15,21,16,cape
2022-04-16,24,14,cape
2022-04-17,38,9,cape
2022-04-18,34,7,cape
2022-04-19,33,13,cape
2022-04-20,31,8,cape
2022-04-21,34,17,cape
2022-04-22,35,15,cape
2022-04-23,30,12,cape
2022-04-24,42,10,cape
2022-04-25,27,8,cape
2022-04-26,28,7,cape
2022-04-27,40,12,cape
2022-04-28,39,13,cape
2022-04-29,29,11,cape
2022-04-30,36,7,cape
2022-05-01,33,16,cape
2022-05-02,30,12,cape
2022-05-03,40,10,cape
2022-05-04,38,11,cape
2022-05-05,36,7,cape
2022-05-06,29,10,cape
2022-05-07,36,10,cape
2022-05-08,54,13,cape
2022-05-09,36,13,cape
2022-05-10,33,6,cape
2022-05-11,25,10,cape
2022-05-12,1,1,cape
2022-05-13,40,8,cape
2022-05-14,35,12,cape
2022-05-15,32,9,cape
2022-05-16,32,13,cape
2022-05-17,40,16,cape
2022-05-18,33,9,cape
2022-05-19,28,10,cape
2022-05-20,43,8,cape
2022-05-21,34,8,cape
2022-05-22,33,10,cape
2022-05-23,31,11,cape
2022-05-24,38,9,cape
2022-05-25,32,12,cape
2022-05-26,34,14,cape
2022-05-27,39,15,cape
2022-05-28,39,15,cape
2022-05-29,32,7,cape
2022-05-30,28,7,cape
2022-05-31,20,10,cape
2022-06-01,26,10,cape
2022-06-02,35,10,cape
2022-06-03,28,10,cape
2022-06-04,47,11,cape
2022-06-05,40,12,cape
2022-06-06,49,14,cape
2022-06-07,44,11,cape
2022-06-08,41,10,cape
2022-06-09,41,6,cape
2022-06-10,42,13,cape
2022-06-11,43,12,cape
2022-06-12,34,5,cape
2022-06-13,28,9,cape
2022-06-14,27,6,cape
2022-06-15,30,10,cape
2022-06-16,35,20,cape
2022-06-17,27,12,cape
2022-06-18,37,7,cape
2022-06-19,35,12,cape
2022-06-20,39,8,cape
2022-06-21,43,9,cape
2022-06-22,47,11,cape
2022-06-23,29,11,cape
2022-06-24,42,6,cape
2022-06-25,38,10,cape
2022-06-26,37,17,cape
2022-06-27,51,10,cape
2022-06-28,34,12,cape
2022-06-29,41,8,cape
2022-06-30,41,10,cape
2022-07-01,45,11,cape
2022-07-02,39,16,cape
2022-07-03,33,5,cape
2022-07-04,30,12,cape
2022-07-05,38,6,cape
2022-07-06,36,5,cape
2022-07-07,36,10,cape
2022-07-08,39,11,cape
2022-07-09,44,9,cape
